"partnerId","type","organization","energy","active","zip","city","street","houseNumber","iban","bic","bank","accountHolder","accountingAllocationIndicator","deleted","reminderEmailAddress"
"9903990000000","provider","GWK GEMEINDEWERKE KIRKEL GMBH","electricity","1","66459","Kirkel","Hauptstr.","10b",,NULL,NULL,,"standard","0","karl-heinz.weller@kew.de"
"9903994000006","provider","Stadtwerke Hameln Weserbergland GmbH","electricity","1","31785","Hameln","Hafenstr.","14","DE58254500010000003574","NOLADE21HMS","SPARKASSE HAMELN-WESERBERGLAND",,"standard","0","marktpartner-vertrieb@stwhw.de"
"9903995000005","provider","SW BEXBACH GMBH","electricity","1","66450","Bexbach","Kolpingstr.","83",,NULL,NULL,,"standard","0","vertrieb@bexbach.de"
"9903997000003","provider","SÜC ENERGIE UND H2O GMBH","electricity","1","96450","Coburg","Bamberger Str.","2-6",,NULL,NULL,,"standard","0","vertrieb-mako@suec.de"
"9904000000005","provider","SW WAREN GMBH","electricity","1","17192","Waren","Ernst-Alban-Str.","2",,NULL,NULL,,"standard","0","t.zwilling@stadtwerke-waren.de"
"9904004000001","provider","RHEINHESSISCHE ENERGIE- U. WASSERVERSORG","electricity","1","55218","Ingelheim","Binger Str.","135",,NULL,NULL,,"standard","0","christmann@rheinhessische.de"
"9904008000007","provider","SW BAD SÄCKINGEN GMBH","electricity","1","79713","Bad Säckingen","Schulhausstr.","40",,NULL,NULL,,"standard","0","info@sws-energie.de"
"9904010000003","provider","NUON HEINSBERG AG","electricity","1","52525","Heinsberg","Boos-Fremery-Str.","62",,NULL,NULL,,"standard","0","info-lieferant@enbw.com"
"9904013000000","provider","SW WERL GMBH","electricity","1","59457","Werl","Grafenstr.","25",,NULL,NULL,,"standard","0","ralf.luelf@stadtwerke-werl.de"
"9904017000006","provider","SW WINSEN (LUHE) GMBH","electricity","1","21423","Winsen","Schloßring","50",,NULL,NULL,,"standard","0","lieferantenwechsel@stw-winsen.de"
"9904020000001","provider","ELEKTRO TRÜCK GMBH","electricity","1","72270","Obertal","Ruhesteinstraße","425","DE21642510600000272546","SOLADES1FDS","KREISSPARKASSE FREUDENSTADT",,"standard","0","info@elektro-trueck.de"
"9904021000000","provider","CRAMER-MÜHLE KG","electricity","1","97424","Schweinfurt","Maininsel","3",,NULL,NULL,,"standard","0","n.kohl@cramermuehle.de"
"9904022000009","provider","VERBANDSGEMEINDEWERKE DAHNER FELSENLAND","electricity","1","66994","Dahn","Schulstr.","29",,NULL,NULL,,"standard","0","vertrieb@werke-dfl.de"
"9904023000008","provider","EV ALZENAU GMBH","electricity","1","63755","Alzenau","Mühlweg","1",,NULL,NULL,,"standard","0","dorothee.klinksiek@rde-dienstleistungen.de"
"9904024000007","provider","EV OBERES WIESENTAL GMBH","electricity","1","79674","Todtnau","Schönauer Str.","32",,NULL,NULL,,"standard","0","info@eow-todtnau.de"
"9904026000005","provider","SW BAD HERSFELD GMBH","electricity","1","36251","Bad Hersfeld","Kleine Industriestr.","1",,NULL,NULL,,"standard","0","seeliger@stadtwerke-hef.de"
"9904027000004","provider","SW BAD SALZUFLEN GMBH","electricity","1","32108","Bad Salzuflen","Uferstr.","36-44",,NULL,NULL,,"standard","0","oelrichs@stwbs.de"
"9904029000002","provider","SW NORDERSTEDT","electricity","1","22846","Norderstedt","Heidbergstr.","101-111",,NULL,NULL,,"standard","0","YWulf@stadtwerke-norderstedt.de"
"9904035000004","provider","SW USLAR GMBH","electricity","1","37170","Uslar","Alleestr.","6",,NULL,NULL,,"standard","0","baerbel.hildebrandt@stadtwerke-uslar.de"
"9904387000009","provider","VERSORGUNGSBETRIEBE ELBE GMBH","electricity","1","21481","Lauenburg","Hamburger Str.","09.Nov",,NULL,NULL,,"standard","0","marktkommunikation@versorgungsbetriebe-elbe.de"
"9904297000008","provider","ENERGIE- UND WASSERVERSORGUNG KIRCHZ","electricity","1","79199","Kirchzarten","Talvogteistr.","3",,NULL,NULL,,"standard","0","Lieferantenwechsel.EWK@energiexchange.de	"
"9904043000004","provider","VEREINIGTE STADTWERKE","electricity","1","23909","Ratzeburg","Schweriner Str.","90",,NULL,NULL,,"standard","0","matzmohr@vereinigte-stadtwerke.de"
"9904044000003","provider","SW FRÖNDENBERG GMBH","electricity","1","58730","Fröndenberg","Graf-Adolf-Str.","32",,NULL,NULL,,"standard","0","kuendigung@sfw-ruhr.de"
"9904045000002","provider","SCHLESWIGER SW GMBH","electricity","1","24837","Schleswig","Werkstr.","1",,NULL,NULL,,"standard","0","Marktprozesse@stadtwerke-sh.de"
"9904054000001","provider","SW BAD BRAMSTEDT GMBH","electricity","1","24576","Bad Bramstedt","Lohstücker Weg","10-12",,NULL,NULL,,"standard","0","marktkommunikation@stwbb.de"
"9904056000009","provider","SW LÜNEN GMBH","electricity","1","44534","Lünen","Borker Str.","56-58",,NULL,NULL,,"standard","0","lieferantenwechsel@SWL24.de"
"9904064000009","provider","SW LÖFFINGEN","electricity","1","79843","Löffingen","Rathausplatz","1",,NULL,NULL,,"standard","0","gnaedinger@loeffingen.de"
"9904065000008","provider","SW JÜLICH GMBH","electricity","1","52428","Jülich","An der Vogelstange","2a",,NULL,NULL,,"standard","0","w.rechner@Stadtwerke-juelich.de"
"9904069000004","provider","STADTWERKE ELMSHORN","electricity","1","25336","Elmshorn","Westerstr.","50-54",,NULL,NULL,,"standard","0","lw-vertrieb@stadtwerke-elmshorn.de"
"9904076000005","provider","SW RINTELN GMBH","electricity","1","31737","Rinteln","Bahnhofsweg","6",,NULL,NULL,,"standard","0","horst.soeffker@stadtwerke-rinteln.de"
"9904077000004","provider","VERBANDSGEMEINDEVERWALTUNG DUDENHOFEN PF","electricity","1","67373","Dudenhofen","Holzstr.","1",,NULL,NULL,,"standard","0","c.anton@vg-dudenhofen.de"
"9904079000002","provider","SW BAD SACHSA GMBH","electricity","1","37441","Bad Sachsa","Feldstr.","10",,NULL,NULL,,"standard","0","mfruehauf@stwbadsachsa.de"
"9904083000006","provider","GW HAßLOCH GMBH","electricity","1","67454","Haßloch","Gottlieb-Duttenhöfer-Str.","27",,NULL,NULL,,"standard","0","kundenwechsel@gwhassloch.de"
"9904087000002","provider","GEMEINDEWERKE HERXHEIM","electricity","1","76863","Herxheim","Am Rathaus","6","DE94548913000080009615","GENODE61BZA","VR BANK SUEDLICHE WEINSTRASSE-WASGAU EG",,"standard","0","s.roth@herxheim.de"
"9904093000004","provider","SW ITZEHOE GMBH","electricity","1","25524","Itzehoe","Gasstr.","18",,NULL,NULL,,"standard","0","netznutzung@stadtwerke-itzehoe.de"
"9904105000009","provider","TauberEnergie Kuhn, Karl und Andreas Kuhn OHG","electricity","1","97980","Bad Mergentheim","Engelsbergstr.","2",,NULL,NULL,,"standard","0","mako@tauberenergie-kuhn.de"
"9904114000008","provider","E-WERK SCHWEIGER OHG","electricity","1","85445","Oberding","Schweigerstr.","1",,NULL,NULL,,"standard","0","vertrieb@ew-schweiger.de"
"9904118000004","provider","EWE REUTTE GMBH & CO.KG","electricity","1","87629","Füssen","Lechhalde","1/1/2","DE31733500000000009811","BYLADEM1ALG","SPARKASSE ALLGAEU",,"standard","0","christian.poppler@ewr.at	"
"9904124000006","provider","EWV ENERGIE- UND WASSER-VERSORGUNG GMBH","electricity","1","52222","Stolberg","Willy-Brandt-Platz","2",,NULL,NULL,,"standard","0","marktkommunikation@ewv.de	"
"9904130000008","provider","GW HEUSWEILER GMBH","electricity","1","66265","Heusweiler","Saarbrücker Str.","28",,NULL,NULL,,"standard","0","datenaustausch@gemeindewerke-heusweiler.de"
"9904131000007","provider","GW KLEINBLITTERSDORF","electricity","1","66271","Kleinblittersdorf","Rathausstr.","15",,NULL,NULL,,"standard","0","n.kihn@stadtwerke-friedrichsthal.de"
"9904133000005","provider","SW LEBACH GMBH","electricity","1","66822","Lebach","Hans-Schardt-Str.","1",,NULL,NULL,,"standard","0","m.naumann@stadtwerke-lebach.de"
"9904134000004","provider","GW EPPELBORN GMBH","electricity","1","66571","Eppelborn","Rathausstr.","27",,NULL,NULL,,"standard","0","gwe@eppelborn.de"
"9904143000003","provider","Stadtwerke Saarlouis GmbH","electricity","1","66740","Saarlouis","Holtzendorffer Str.","12",,NULL,NULL,,"standard","0","netzmanagement@swsls.de"
"9904155000009","provider","SW LAUFENBURG STROM-U. WASSERVERSORGUNG","electricity","1","79725","Laufenburg","Hauptstr.","30",,NULL,NULL,,"standard","0","abrechnung@laufenburg-baden.de"
"9904160000002","provider","SWM VERSORGUNGS GMBH","electricity","1","80287","München","Emmy-Noether-Straße","2",,NULL,NULL,,"standard","0","kuendigungsmanagement@swm.de"
"9904200000003","provider","GW BOBENHEIM-ROXHEIM GMBH","electricity","1","67227","Frankenthal","Wormser Str.","111",,NULL,NULL,,"standard","0","lieferant@stw-frankenthal.de"
"9904170000000","provider","SW MARBURG GMBH","electricity","1","35039","Marburg","Am Krekel","55",,NULL,NULL,,"standard","0","lw.vertrieb@swmr.de"
"9904172000008","provider","SW BAD NAUHEIM GMBH","electricity","1","61231","Bad Nauheim","Hohe Str.","14-18",,NULL,NULL,,"standard","0","r.ittner@stadtwerke-bad-nauheim.de"
"9904203000000","provider","SW BAD WÖRISHOFEN","electricity","1","86825","Bad Wörishofen","Stadionring","18",,NULL,NULL,,"standard","0","mako@swbw.de"
"9904193000003","provider","SW HERBORN GMBH","electricity","1","35745","Herborn","Walkmühlenweg","12",,NULL,NULL,,"standard","0","bepperling@stadtwerke-herborn.de"
"9904188000000","provider","SW TRIER VERSORGUNGS-GMBH","electricity","1","54290","Trier","Ostallee","Jul/13",,NULL,NULL,,"standard","0","lieferantenwechsel-strom@swt.de"
"9904175000005","provider","SW WADERN GMBH","electricity","1","66687","Wadern","Marktplatz","14",,NULL,NULL,,"standard","0","versorgungsmanagement@energis.de"
"9903983000009","provider","GW HÜTSCHENHAUSEN","electricity","1","66877","Ramstein-Miesenbach","Am neuen Markt","8",,NULL,NULL,,"standard","0","KSK@Stadtwerke-Ramstein.de"
"9904189000009","provider","STROMKONTOR ROSTOCK PORT GMBH","electricity","1","18147","Rostock","Zum Wasserwerk","3","DE48100100100005418108","PBNKDEFFXXX","DB PRIVAT- UND FIRMENKUNDENBANK AG (POSTBANK)",,"standard","0","susanne.kuhlmann@electricitykontor.org"
"9904101000003","provider","EV OTTOBRUNN GMBH","electricity","1","85521","Ottobrunn","Haidgraben","9a",,NULL,NULL,,"standard","0","Lena.Maierhoefer@stadtwerke-hall.de"
"9903879000006","provider","SW ELBTAL GMBH","electricity","1","01445","Radebeul","Neubrunnstr.","8",,"DRESDEFF850","COMMERZBANK AG (FORMERLY DRESDNER BANK AG)",,"standard","0","swe_elbtal_bf@stadtwerke-elbtal.de"
"9903873000002","provider","SW OLBERNHAU GMBH","electricity","1","09526","Olbernhau","Am Alten Gaswerk","1",,NULL,NULL,,"standard","0","j.drechsel@stadtwerke-olbernhau.de"
"9905204000007","provider","STADTWERKE DELITZSCH GMBH","electricity","1","04509","Delitzsch","Sachsenstr.","1",,NULL,NULL,,"standard","0","kundenzentrum@sw-delitzsch.de"
"9903650000001","provider","SW MEERANE GMBH","electricity","1","08393","Meerane","Obere Bahnstr.","10",,NULL,NULL,,"standard","0","lieferant@sw-meerane.de"
"9903782000002","provider","SW NIESKY","electricity","1","02906","Niesky","Hausmannstr.","10",,NULL,NULL,,"standard","0","daniela.miedniok@stadtwerke-niesky.de	"
"9903593000001","provider","SW TORGAU GMBH","electricity","1","04860","Torgau","Fischerdörfchen","11",,NULL,NULL,,"standard","0","benjamin.weseloh@stadtwerke-torgau.de"
"9903746000006","provider","STADTWERKE WEIßENFELS GMBH","electricity","1","06667","Weißenfels","Südring","120",,NULL,NULL,,"standard","0","nicole.stolle@sg-sas.de"
"9903033000008","provider","SW SENFTENBERG GMBH","electricity","1","01968","Senftenberg","Laugkstr.","13-15",,NULL,NULL,,"standard","0","torsten.jurk@stadtwerke-senftenberg.de"
"9903602000009","provider","SW FINSTERWALDE GMBH","electricity","1","03238","Finsterwalde","Langer Damm","14",,NULL,NULL,,"standard","0","lieferant@swfi.de"
"9904055000000","provider","ENERGIE- UND MEDIENVERSORGUNG SCHWARZA G","electricity","1","07407","Rudolstadt","Breitscheidstr.","160",,NULL,NULL,,"standard","0","schloetzer@ems-schwarza.de"
"9903503000009","provider","SW ZITTAU GMBH","electricity","1","02763","Zittau","Friedensstr.","17",,NULL,NULL,,"standard","0","Pietschmann@stadtwerke-zittau.de"
"9903645000008","provider","EV RUDOLSTADT GMBH","electricity","1","07407","Rudolstadt","Oststr.","18",,NULL,NULL,,"standard","0","service.edm@ev-rudolstadt.de"
"9903371000009","provider","ENERGIE UND WASSERVERSORGUNG AG KAMENZ","electricity","1","01917","Kamenz","An den Stadtwerken","2",,NULL,NULL,,"standard","0","lieferant@ewagkamenz.de"
"9903783000001","provider","STÄDTISCHE WERKE BORNA GMBH","electricity","1","04552","Borna","Am Wilhelmschacht","20",,NULL,NULL,,"standard","0","c-guenther@stadtwerke-borna.de"
"9903731000003","provider","SW SCHWARZENBERG GMBH","electricity","1","08340","Schwarzenberg","Straße der Einheit","42",,NULL,NULL,,"standard","0","mako@stadtwerke-schwarzenberg.de"
"9903270000001","provider","STADTWERKE SCHKEUDITZ GMBH","electricity","1","04435","Schkeuditz","Edisonstr.","36",,NULL,NULL,,"standard","0","vertrieb@stadtwerke-schkeuditz.de"
"9903532000004","provider","SW WERDAU GMBH","electricity","1","08412","Werdau","Zwickauer Str.","39",,NULL,NULL,,"standard","0","info@stadtwerke-werdau.de"
"9903668000001","provider","STADTWERKE AUE  -  BAD SCHLEMA GMBH","electricity","1","08280","Aue","Mühlstr.","4",,NULL,NULL,,"standard","0","julia.stumpf@swaue.de"
"9903343000003","provider","SW SAALFELD","electricity","1","07318","Saalfeld","Remschützer Str.","42",,NULL,NULL,,"standard","0","g.klose@stadtwerke-saalfeld.de"
"9903157000009","provider","SW STADTRODA GMBH","electricity","1","07646","Stadtroda","Breiter Weg","58",,NULL,NULL,,"standard","0","vertrieb@stadtwerke-stadtroda.de"
"9903489000008","provider","ENERGIEWERKE ZEULENRODA GMBH","electricity","1","07937","Zeulenroda","Lohweg","8",,NULL,NULL,,"standard","0","siegfried.losensky@energiewerke-zeulenroda.de"
"9903069000006","provider","SW DÖBELN GMBH","electricity","1","04720","Döbeln","Rosa-Luxemburg-Str.","9",,NULL,NULL,,"standard","0","post@sw-doebeln.de"
"9903577000001","provider","SW QUEDLINBURG GMBH","electricity","1","06484","Quedlinburg","Rathenaustr.","9",,NULL,NULL,,"standard","0","lieferant@sw-qlb.de"
"9903751000009","provider","TECHNISCHE WERKE NAUMBURG GMBH","electricity","1","06618","Naumburg","Steinkreuzweg","9",,NULL,NULL,,"standard","0","susann.eisenkolb@sg-sas.de"
"9903150000006","provider","SW FORST GMBH","electricity","1","03149","Forst, Lausitz","Euloer Straße","90",,"HYVEDEMM488","UNICREDIT BANK AG (HYPOVEREINSBANK)",,"standard","0","k.kasper@stadtwerke-forst.de"
"9903009000008","provider","ZWICKAUER ENERGIEVERSORGUNG GMBH","electricity","1","08056","Zwickau","Bahnhofstr.","4",,NULL,NULL,,"standard","0","jennifer.rabe@zev-energie.de"
"9903040000009","provider","SW SANGERHAUSEN GMBH","electricity","1","06526","Sangerhausen","Alban-Hess-Str.","29",,NULL,NULL,,"standard","0","lieferantenwechsel@stadtwerke-sangerhausen.de"
"9903072000001","provider","SW ZEITZ GMBH","electricity","1","06712","Zeitz","Geußnitzer Str.","74",,NULL,NULL,,"standard","0","marktkommunikation-SWZ@stadtwerke-zeitz.de"
"9903075000008","provider","STADTWERKE WEISSWASSER GMBH","electricity","1","02943","Weißwasser","Straße des Friedens","13-19",,NULL,NULL,,"standard","0","Vertrieb@Stadtwerke-Weisswasser.de"
"9903089000002","provider","SW GÖRLITZ AG","electricity","1","02826","Görlitz","Demianiplatz","23",,NULL,NULL,,"standard","0","peter.wirth@stadtwerke-goerlitz.de"
"9903121000001","provider","ENVIA INFRA GMBH","electricity","1","06749","Bitterfeld-Wolfen","Niels-Bohr-Str.","2",NULL,NULL,NULL,NULL,"standard","0",
"9903344000002","provider","SW LUTHERSTADT EISLEBEN GMBH","electricity","1","06295","Lutherstadt Eisleben","Kurt-Wein-Str.","10",,NULL,NULL,,"standard","0","vertrieb@sle24.de"
"9903375000005","provider","SW BERNBURG GMBH","electricity","1","06406","Bernburg","Mühlstr.","14",,NULL,NULL,,"standard","0","netznutzung@stadtwerke-bernburg.de"
"9903388000000","provider","ENERGIE- UND WASSERWERKE BAUTZEN GMBH","electricity","1","02625","Bautzen","Schäfferstr.","44",,NULL,NULL,,"standard","0","versorgerwechsel@ewbautzen.de"
"9903439000008","provider","SW ENERGIE JENA-PÖßNECK GMBH","electricity","1","07745","Jena","Rudolstädter Str.","39",,NULL,NULL,,"standard","0","lieferantenwechsel@stadtwerke-jena.de"
"9907317000007","net","MARKT THÜNGEN","electricity","1","97289","Thüngen","Planplatz","6","DE78790500000046603551","BYLADEM1SWU","SPARKASSE MAINFRANKEN WUERZBURG",,"standard","0","netznutzungsmanagement@die-energie.de"
"9900521000003","net","EICHENMÜLLER GMBH & CO. KG EV + ELEKTROT","electricity","1","91278","Pottenstein","Franz-Wittmann-Gasse","1","DE11773501100038072377","BYLADEM1SBT","SPARKASSE BAYREUTH",,"standard","0","e.eichenmueller@ew-eichenmueller.de"
"9907210000005","net","ELEKTRA-GENOSSENSCHAFT EFFELTRICH EG","electricity","1","91090","Effeltrich","Lindenstraße","2a","DE73770694610000350303","GENODEF1GBF","VEREINIGTE RAIFFEISENBANKEN GRAEFENBERG-FORCHHEIM-ESCHENAU-HEROLDSBERG",,"standard","0","info@elektra-effeltrich.de"
"9907021000004","net","EG E.G. ENGELSBERG","electricity","1","84549","Engelsberg","Rathausplatz","1","DE63710610090002605481","GENODEF1AOE","VR MEINE RAIFFEISENBANK EG",,"standard","0","m.koenig@eg-engelsberg.de"
"9907078000007","net","STADTWERKE VELTEN GMBH","electricity","1","16727","Velten","Viktoriastr.","12","DE83120300000010412559","BYLADEM1001","DEUTSCHE KREDIT BANK A.G. BERLIN",,"standard","0","m.kuehne@evv-netz.de"
"9900025000004","net","EW-GEIGER GMBH","electricity","1","93474","Arrach","Auf Gut Kleß","6","DE08740200740021008010","HYVEDEMM445","UNICREDIT BANK AG (HYPOVEREINSBANK)",,"standard","0","netzgeiger@ewerk-geiger.de"
"9900300000000","net","EW HINDELANG EG","electricity","1","87541","Bad Hindelang","Unterer Buigenweg","1","DE24733500000320036023","BYLADEM1ALG","SPARKASSE ALLGAEU",,"standard","0","greven@wilken-pro.de"
"9900403000006","net","EW MAINBERNHEIM GMBH","electricity","1","97350","Mainbernheim","Am Wehrbach","1","DE90790500000042084202","BYLADEM1SWU","SPARKASSE MAINFRANKEN WUERZBURG",,"standard","0","info@ewerk-mainbernheim.de"
"9900668000007","net","EW WANFRIED VON SCHARFENBERG KG","electricity","1","37281","Wanfried","Unter der Tränke","1","DE74522500300005000534","HELADEF1ESW","SPARKASSE WERRA-MEISSNER",,"standard","0","Florian.Moenche@ewwanfried.de"
"9907015000002","net","GW BOVENDEN","electricity","1","37120","Bovenden","Rathausplatz","1","DE11260500010000154500","NOLADE21GOE","SPARKASSE GOETTINGEN",,"standard","0","service@gemeindewerke-bovenden.de"
"9900712000002","net","GEMEINDEWERKE EBERSDORF","electricity","1","96237","Ebersdorf","Raiffeisenstr.","1","DE28783600000109681000","GENODEF1COS","VR-BANK COBURG EG",,"standard","0","Ebersdorf-netz@rde-dienstleistungen.de"
"9900765000009","net","FEUCHTER GW","electricity","1","90537","Feucht","Unterer Zeidlerweg","1","DE24760501010380268508","SSKNDE77XXX","SPARKASSE NUERNBERG",,"standard","0","netznutzung@feucht-gw.de"
"9907124000000","net","GW HARDT","electricity","1","78739","Hardt","Mariazeller Str.","1","DE92642500400009304903","SOLADES1RWL","KREISSPARKASSE ROTTWEIL",,"standard","0","netznutzung@suedwest-edm.de"
"9900279000008","net","Gemeindewerke Heikendorf AöR","electricity","1","24226","Heikendorf","Wasserwaage","1","DE03210501700030001333","NOLADE21KIE","FOERDE SPARKASSE",,"standard","0","mako@gwh.sh"
"9907039000004","net","GW KIEFERSFELDEN","electricity","1","83088","Kiefersfelden","Kufsteiner Str.","17","DE19711623550000167363","GENODEF1OBD","RAIFFEISENBANK OBERAUDORF EG",,"standard","0","netzmanagement@gemeindewerke-kiefersfelden.de"
"9907127000007","net","GW NÜDLINGEN","electricity","1","97718","Nüdlingen","Kissinger Straße","1","DE76790691811100010359","GENODEF1NDL","RAIFFEISENBANK NUEDLINGEN EG",,"standard","0","ndl@cu-rz.de"
"9907421000000","net","GW SCHWARZENBRUCK GMBH","electricity","1","90537","Feucht","Unterer Zeidlerweg","1","DE38760501010005579081","SSKNDE77XXX","SPARKASSE NUERNBERG",,"standard","0","netznutzung@feucht-gw.de"
"9907115000001","net","GW WAGING","electricity","1","83329","Waging a. See","Am Höllenbach ","18","DE33710520500000322222","BYLADEM1TST","KREISSPARKASSE TRAUNSTEIN - TROSTBERG",,"standard","0","gemeindewerke@waging.de"
"9900158000004","net","FISCHERSTROM KG","electricity","1","83533","Edling","Bruck","1",NULL,NULL,NULL,NULL,"standard","0",
"9900144000000","net","WESTENTHANNER ENERGIEVERSORGUNG","electricity","1","84405","Dorfen","Mainbach","1","DE50701696050009615504","GENODEF1ISE","VR-BANK ERDING",,"standard","0","info@ew-westenthanner.de"
"9900076000003","net","SW BEBRA GMBH","electricity","1","36179","Bebra","Wiesenweg","1","DE83532500000060026000","HELADEF1HER","SPARKASSE BAD HERSFELD-ROTENBURG",,"standard","0","netznutzung@stadtwerke-bebra.de"
"9907088000005","net","SW BURGBERNHEIM","electricity","1","91593","Burgbernheim","Rathausplatz","1","DE24762510200225223692","BYLADEM1NEA","SPARKASSE IM LANDKREIS NEUSTADT - BAD WINDSHEIM",,"standard","0","r.rank@burgbernheim.de"
"9900157000005","net","SW ECKERNFÖRDE GMBH","electricity","1","24340","Eckernförde","Bornbrook","1","DE04210501701002074787","NOLADE21KIE","FOERDE SPARKASSE",,"standard","0","marktservice@stadtwerke-sh.de"
"9907182000000","net","STADTWERKE EILENBURG GMBH","electricity","1","04838","Eilenburg","Sydowstr.","1","DE20860200860021207543","HYVEDEMM495","UNICREDIT BANK AG (HYPOVEREINSBANK)",,"standard","0","netzmanagement@eilenburger-stadtwerke.de"
"9907032000001","net","SW HAVELBERG GMBH","electricity","1","39539","Havelberg","Domplatz","1","DE63810505553081000245","NOLADE21SDL","KREISSPARKASSE STENDAL",,"standard","0","service@stadtwerke-havelberg.de"
"9900281000004","net","Stadtwerke Heilsbronn","electricity","1","91560","Heilsbronn","Kammereckerplatz","1","DE50765500000760000216","BYLADEM1ANS","SPARKASSE ANSBACH",,"standard","0","elke.braun@heilsbronn.de"
"9907355000001","net","SW LÜBBECKE GMBH","electricity","1","32312","Lübbecke","Gasstr.","1","DE61490501010000059295","WELADED1MIN","SPARKASSE MINDEN-LUEBBECKE",,"standard","0","abrechnung@netzgesellschaft-luebbecke.de"
"9907057000002","net","SW OLBERNHAU GMBH","electricity","1","09526","Olbernhau","Am Alten Gaswerk","1","DE91120300000001413822","BYLADEM1001","DEUTSCHE KREDIT BANK A.G. BERLIN",,"standard","0","J.Findeisen@stadtwerke-olbernhau.de"
"9900508000000","net","SW PAPPENHEIM GMBH","electricity","1","91788","Pappenheim","Stadtmühle","4","DE81721608180003720306","GENODEF1INP","VOLKSBANK RAIFFEISENBANK BAYERN MITTE EG",,"standard","0","steffen.petrenz@pappenheim.de"
"9900520000004","net","SW PLATTLING","electricity","1","94447","Plattling","Simon-Ohm-Str.","1","DE51741500000760003509","BYLADEM1DEG","SPARKASSE DEGGENDORF",,"standard","0","carola.wudy@stadtwerke-plattling.de"
"9900572000002","net","STADTWERKE SCHEINFELD","electricity","1","91443","Scheinfeld","Karl-Lax-Str.","1","DE24762510200810000026","BYLADEM1NEA","SPARKASSE IM LANDKREIS NEUSTADT - BAD WINDSHEIM",,"standard","0","kleider@stadtwerke-scheinfeld.de"
"9907073000002","net","SW TORNESCH GMBH","electricity","1","25436","Tornesch","Esinger Str.","1","DE94210500001000417171","HSHNDEHHXXX","HSH NORDBANK AG",,"standard","0","mako-swt-netz@service-plus-gmbh.de"
"9907080000003","net","SW WALDKIRCHEN","electricity","1","94065","Waldkirchen","Rathausplatz","1","DE56740512300000333187","BYLADEM1FRG","SPARKASSE FREYUNG - GRAFENAU",,"standard","0","guenther.scheibenzuber@stadtwerke-waldkirchen.de"
"9907082000001","net","SW WARBURG","electricity","1","34414","Warburg","Landfurt","1","DE83472515500025031295","WELADED1HXB","ZWECKVERBANDSSPARKASSE HOEXTER",,"standard","0","lieferantenwechsel@stadtwerke-warburg.de"
"9900742000006","net","SW ALTMÄRKISCHE GWE STENDAL GMBH","electricity","1","39576","Stendal","Rathenower Str.","1","DE95810505553010004302","NOLADE21SDL","KREISSPARKASSE STENDAL",,"standard","0","info-netz-strom@stadtwerke-stendal.de"
"9900800000005","net","STADTWERKE DELITZSCH GMBH","electricity","1","04509","Delitzsch","Sachsenstr.","1","DE33860200860003301885","HYVEDEMM495","UNICREDIT BANK AG (HYPOVEREINSBANK)",,"standard","0","netz@sw-delitzsch.de"
"9907083000000","net","EG FÜR WITTMUND EG","electricity","1","26409","Wittmund","Am Markt","16","DE93285500000000006254","BRLADE21LER","SPARKASSE LEERWITTMUND",,"standard","0","eg-wittmund.schueler@ewetel.net"
"9907307000009","net","EV DER GEMEINDE LANGENPREISING","electricity","1","85456","Wartenberg","Marktplatz","8","DE36701693560002801000","GENODEF1EDR","RAIFFEISENBANK ERDING EG",,"standard","0","evu@langenpreising.de"
"9907075000000","net","GW GROßKROTZENBURG","electricity","1","63538","Großkrotzenburg","Anne-Frank-Platz","10","DE79506500230038088886","HELADEF1HAN","SPARKASSE HANAU",,"standard","0","marktkommunikation@gemeindewerke-grosskrotzenburg.de"
"9907391000007","net","NVB NORDHORNER VERSORGUNGSBETRIEBE GMBH","electricity","1","48529","Nordhorn","Gildkamp","10","DE16267500010000000059","NOLADE21NOH","KREISSPARKASSE GRAFSCHAFT BENTHEIM",,"standard","0","netz@nvb.de"
"9900115000005","net","SW BUCHHOLZ I. D. NORDHEIDE GMBH","electricity","1","21244","Buchholz","Maurerstr.","10","DE90207500000003001104","NOLADE21HAM","SPARKASSE HARBURG-BUXTEHUDE",,"standard","0","bzedler@buchholz-stw.de"
"9900210000009","net","SW FURTH I. WALD GMBH & CO.KG","electricity","1","93437","Furth im Wald","Konrad-Utz-Str.","10","DE18742900000005122007","GENODEF1SR1","VR-BANK OSTBAYERN-MITTE EG",,"standard","0","lieferantenwechsel@stadtwerke-furth.de"
"9900960000002","net","SW MEERANE GMBH","electricity","1","08393","Meerane","Obere Bahnstr.","10","DE67870500003633009085","CHEKDE81XXX","SPARKASSE CHEMNITZ",,"standard","0","netznutzung@sw-meerane.de"
"9907052000007","net","SW NIESKY","electricity","1","02906","Niesky","Hausmannstr.","10","DE41120300000001242353","BYLADEM1001","DEUTSCHE KREDIT BANK A.G. BERLIN",,"standard","0","grit.funfack@stadtkwerke-niesky.de"
"9900471000004","net","WIRTSCHAFTSBETRIEBE DER STADT NORDEN GMB","electricity","1","26506","Norden","Feldstr.","10","DE67283500000000000216","BRLADE21ANO","SPARKASSE AURICH-NORDEN",,"standard","0","versorgerwechsel@stadtwerke-norden.de"
"9907077000008","net","STADTWERKE UFFENHEIM","electricity","1","97215","Uffenheim","Geckenheimer Steig","13","DE32762510200225842020","BYLADEM1NEA","SPARKASSE IM LANDKREIS NEUSTADT - BAD WINDSHEIM",,"standard","0","bittel@swuffenheim.de"
